source_path	component_id	category	transform	d4_action	d5_action	ownership_note
.local/share/doc/dotfiles/superpowers/plans/2026-08-03-opencode-agentguard-hooks.md	repository-history	docs	keep	keep	keep	owner=dotfiles; source=locked-dotfiles
.local/share/doc/dotfiles/superpowers/specs/2026-07-06-vscode-tab-consistency-design.md	repository-history	docs	keep	keep	keep	owner=dotfiles; source=locked-dotfiles
.local/share/doc/dotfiles/superpowers/specs/2026-07-26-full-pr-platform-matrix-design.md	local-share-doc-dotfiles-superpowers-specs-2026-07-26-full-pr-platform-matrix-design-md	docs	keep	keep	keep	owner=dotfiles; source=locked-dotfiles
.local/share/doc/dotfiles/superpowers/specs/2026-07-26-termux-ci-design.md	local-share-doc-dotfiles-superpowers-specs-2026-07-26-termux-ci-design-md	docs	keep	keep	keep	owner=dotfiles; source=locked-dotfiles
.local/share/doc/dotfiles/superpowers/specs/2026-07-28-vscode-new-buffer-save-design.md	repository-history	docs	keep	keep	keep	owner=dotfiles; source=locked-dotfiles
.local/share/doc/dotfiles/superpowers/specs/2026-08-01-et-tunnel-test-reliability-design.md	local-share-doc-dotfiles-superpowers-specs-2026-08-01-et-tunnel-test-reliability-design-md	docs	keep	keep	keep	owner=dotfiles; source=locked-dotfiles
.local/share/doc/dotfiles/superpowers/specs/2026-08-02-android-developer-tools-design.md	repository-history	docs	keep	keep	keep	owner=dotfiles; source=locked-dotfiles
.local/share/doc/dotfiles/superpowers/specs/2026-08-02-dot-update-exit-status-design.md	local-share-doc-dotfiles-superpowers-specs-2026-08-02-dot-update-exit-status-design-md	docs	keep	keep	keep	owner=dotfiles; source=locked-dotfiles
.local/share/doc/dotfiles/superpowers/specs/2026-08-02-nvim-terminal-user-var-guard-design.md	repository-history	docs	keep	keep	keep	owner=dotfiles; source=locked-dotfiles
.local/share/doc/dotfiles/superpowers/specs/2026-08-03-opencode-agentguard-hooks-design.md	repository-history	docs	keep	keep	keep	owner=dotfiles; source=locked-dotfiles
.profile	shell-base	config	keep	keep	keep	owner=dotfiles; source=locked-dotfiles
.vscode/README.md	vscode	docs	keep	remove	none	owner=dotfiles-dev; source=locked-dotfiles
.vscode/settings.json	vscode	config	keep	keep	remove	owner=dotfiles-dev; source=locked-dotfiles
.zprofile	shell-base	config	keep	keep	keep	owner=dotfiles; source=locked-dotfiles
.zshenv	shell-base	config	keep	keep	keep	owner=dotfiles; source=locked-dotfiles
.zshrc	shell-base	config	keep	keep	keep	owner=dotfiles; source=locked-dotfiles
