repository	destination_path	component_id	category	origin	available_by	ownership_note
dotfiles	.local/lib/dotfiles/merge-hooks.d/cron.serial.sh	local-lib-dotfiles-merge-hooks-d-cron-serial-sh	runtime	old:.local/lib/dotfiles/merge-hooks.d/cron.serial.sh	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/merge-hooks.d/ignore.sh	local-lib-dotfiles-merge-hooks-d-ignore-sh	runtime	old:.local/lib/dotfiles/merge-hooks.d/ignore.sh	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/merge-hooks.d/iterm2.sh	local-lib-dotfiles-merge-hooks-d-iterm2-sh	runtime	old:.local/lib/dotfiles/merge-hooks.d/iterm2.sh	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/merge-hooks.d/karabiner.sh	local-lib-dotfiles-merge-hooks-d-karabiner-sh	runtime	old:.local/lib/dotfiles/merge-hooks.d/karabiner.sh	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/merge-hooks.d/lib/agent-playbooks.sh	agent-rules	runtime	old:.local/lib/dotfiles/merge-hooks.d/lib/agent-playbooks.sh	bootstrap	owner=dotfiles; source=locked-dotfiles; agent=base-rule-aggregation; family=base
dotfiles	.local/lib/dotfiles/merge-hooks.d/lib/compat.sh	dot-extension-runtime	runtime	old:.local/lib/dotfiles/merge-hooks.d/lib/compat.sh	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/merge-hooks.d/lib/shdeps-assets.sh	dot-extension-runtime	runtime	old:.local/lib/dotfiles/merge-hooks.d/lib/shdeps-assets.sh	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/merge-hooks.d/lib/windows.sh	dot-extension-runtime	runtime	old:.local/lib/dotfiles/merge-hooks.d/lib/windows.sh	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/merge-hooks.d/README.md	local-lib-dotfiles-merge-hooks-d-readme-md	docs	old:.local/lib/dotfiles/merge-hooks.d/README.md	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/merge-hooks.d/ssh.sh	local-lib-dotfiles-merge-hooks-d-ssh-sh	runtime	old:.local/lib/dotfiles/merge-hooks.d/ssh.sh	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/merge-hooks.d/tmux.sh	tmux-base	runtime	old:.local/lib/dotfiles/merge-hooks.d/tmux.sh	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/merge-hooks.d/wezterm.sh	terminal-navigation	runtime	old:.local/lib/dotfiles/merge-hooks.d/wezterm.sh	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/pre-sync.d/10-overlay-ssh.sh	local-lib-dotfiles-pre-sync-d-10-overlay-ssh-sh	runtime	old:.local/lib/dotfiles/pre-sync.d/10-overlay-ssh.sh	d4	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/README.md	split-docs	docs	old:.local/lib/dotfiles/README.md	d4	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/shdeps-assets.sh	dot-extension-runtime	runtime	old:.local/lib/dotfiles/shdeps-assets.sh	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/shell-loader.sh	shell-base	runtime	old:.local/lib/dotfiles/shell-loader.sh	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/agent-rules-adapter-test	agent-rules	test	old:.local/lib/dotfiles/tests/agent-rules-adapter-test	bootstrap	owner=dotfiles; source=locked-dotfiles; agent=base-rule-aggregation; family=base
dotfiles	.local/lib/dotfiles/tests/agent-rules-test	agent-rules	test	old:.local/lib/dotfiles/tests/agent-rules-test	bootstrap	owner=dotfiles; source=locked-dotfiles; agent=base-rule-aggregation; family=base
dotfiles	.local/lib/dotfiles/tests/android-ci-smoke	split-tests	test	old:.local/lib/dotfiles/tests/android-ci-smoke	d4	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/base-profile-boundary-test	base-boundary	test	new	d5	owner=dotfiles; source=new; family=base
dotfiles	.local/lib/dotfiles/tests/checkout-ci-candidate	repository-root-ci	ci	new	d4	owner=dotfiles; source=new; family=base
dotfiles	.local/lib/dotfiles/tests/run-ci-candidate-home	repository-root-ci	ci	new	d4	owner=dotfiles; source=new; family=base
dotfiles	.local/lib/dotfiles/tests/client-extensions-test	dot-control	test	old:.local/lib/dotfiles/tests/client-extensions-test	d4	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/client-paths-test	dot-control	test	old:.local/lib/dotfiles/tests/client-paths-test	d4	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/clip-test	local-lib-dotfiles-tests-clip-test	test	old:.local/lib/dotfiles/tests/clip-test	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/core-cron-test	local-lib-dotfiles-tests-core-cron-test	test	old:.local/lib/dotfiles/tests/core-cron-test	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/core-doctor-test	split-doctor	test	old:.local/lib/dotfiles/tests/core-doctor-test	d4	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/core-launchers-test	split-tests	test	old:.local/lib/dotfiles/tests/core-launchers-test	d4	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/core-merges-test	split-tests	test	old:.local/lib/dotfiles/tests/core-merges-test	d4	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/core-static-test	split-tests	test	old:.local/lib/dotfiles/tests/core-static-test	d4	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/core-test	local-lib-dotfiles-tests-core-test	test	old:.local/lib/dotfiles/tests/core-test	d4	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/core-update-test	split-tests	test	old:.local/lib/dotfiles/tests/core-update-test	d4	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/core/cron.sh	local-lib-dotfiles-tests-core-cron-sh	test	old:.local/lib/dotfiles/tests/core/cron.sh	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/core/doctor.sh	split-tests	test	old:.local/lib/dotfiles/tests/core/doctor.sh	d4	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/core/launchers.sh	split-tests	test	old:.local/lib/dotfiles/tests/core/launchers.sh	d4	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/core/merges.sh	split-tests	test	old:.local/lib/dotfiles/tests/core/merges.sh	d4	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/core/README.md	split-tests	test	old:.local/lib/dotfiles/tests/core/README.md	d4	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/core/static.sh	split-tests	test	old:.local/lib/dotfiles/tests/core/static.sh	d4	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/fixtures.sh	local-lib-dotfiles-tests-fixtures-sh	test	old:.local/lib/dotfiles/tests/fixtures.sh	d4	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/footprint-test	profile-footprint	test	new	d4	owner=dotfiles; source=new; family=base
dotfiles	.local/lib/dotfiles/tests/harness-isolation-test	local-lib-dotfiles-tests-harness-isolation-test	test	old:.local/lib/dotfiles/tests/harness-isolation-test	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/helpers.sh	split-tests	test	old:.local/lib/dotfiles/tests/helpers.sh	d4	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/load-merge-api.sh	split-tests	test	old:.local/lib/dotfiles/tests/load-merge-api.sh	d4	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/measure-profile-footprint	profile-footprint	test	new	d4	owner=dotfiles; source=new; family=base
dotfiles	.local/lib/dotfiles/tests/overlay-profile-ownership-test	dot-control	test	new	d4	owner=dotfiles; source=new; family=base
dotfiles	.local/lib/dotfiles/tests/overlay-profile-rollout-test	dot-control	test	new	d4	owner=dotfiles; source=new; family=base
dotfiles	.local/lib/dotfiles/tests/overlay-profile-stack-test	dot-control	test	new	d4	owner=dotfiles; source=new; family=base
dotfiles	.local/lib/dotfiles/tests/profile-fixture-integration	dot-control	test	new	d4	owner=dotfiles; source=new; family=base
dotfiles	.local/lib/dotfiles/tests/prompt-test	local-lib-dotfiles-tests-prompt-test	test	old:.local/lib/dotfiles/tests/prompt-test	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/README.md	split-tests	test	old:.local/lib/dotfiles/tests/README.md	d4	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/run-ci	repository-root-ci	ci	new	d4	owner=dotfiles; source=new
dotfiles	.local/lib/dotfiles/tests/shdeps-hooks-test	split-shdeps	test	old:.local/lib/dotfiles/tests/shdeps-hooks-test	d4	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/stack-dot-runtime	dot-control	test	new	d4	owner=dotfiles; source=new; family=base
dotfiles	.local/lib/dotfiles/tests/support/tmux-focus-style.py	tmux-base	test	old:.local/lib/dotfiles/tests/support/tmux-focus-style.py	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/tmux-continuum-test	tmux-base	test	old:.local/lib/dotfiles/tests/tmux-continuum-test	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/tmux-test	split-tmux	test	old:.local/lib/dotfiles/tests/tmux-test	d4	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/tool-init-test	split-tests	test	old:.local/lib/dotfiles/tests/tool-init-test	d4	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/wezterm-test	split-tests	test	old:.local/lib/dotfiles/tests/wezterm-test	d4	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/xdg-test	local-lib-dotfiles-tests-xdg-test	test	old:.local/lib/dotfiles/tests/xdg-test	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/tests/zsh-completion-test	local-lib-dotfiles-tests-zsh-completion-test	test	old:.local/lib/dotfiles/tests/zsh-completion-test	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/lib/dotfiles/windows.sh	local-lib-dotfiles-windows-sh	runtime	old:.local/lib/dotfiles/windows.sh	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/share/doc/dotfiles/dotfiles.md	local-share-doc-dotfiles-dotfiles-md	docs	old:.local/share/doc/dotfiles/dotfiles.md	d4	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/share/doc/dotfiles/overlay-profile-baseline-disposition.tsv	dot-control	control	new	d4	owner=dotfiles; source=new
dotfiles	.local/share/doc/dotfiles/overlay-profile-final-ownership.tsv	dot-control	control	new	d4	owner=dotfiles; source=new
dotfiles	.local/share/doc/dotfiles/overlay-profile-source.lock	dot-control	control	new	bootstrap	owner=dotfiles; source=new
dotfiles	.local/share/doc/dotfiles/superpowers/plans/2026-08-26-overlay-profile-disaggregation.md	dot-control	docs	new	d4	owner=dotfiles; source=new; family=base
dotfiles	.local/share/doc/dotfiles/README.md	local-share-doc-dotfiles-readme-md	docs	old:.local/share/doc/dotfiles/README.md	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/share/doc/dotfiles/superpowers/plans/2026-07-26-full-pr-platform-matrix.md	local-share-doc-dotfiles-superpowers-plans-2026-07-26-full-pr-platform-matrix-md	docs	old:.local/share/doc/dotfiles/superpowers/plans/2026-07-26-full-pr-platform-matrix.md	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/share/doc/dotfiles/superpowers/plans/2026-07-26-termux-ci.md	local-share-doc-dotfiles-superpowers-plans-2026-07-26-termux-ci-md	docs	old:.local/share/doc/dotfiles/superpowers/plans/2026-07-26-termux-ci.md	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/share/doc/dotfiles/superpowers/plans/2026-08-01-et-tunnel-test-reliability.md	local-share-doc-dotfiles-superpowers-plans-2026-08-01-et-tunnel-test-reliability-md	docs	old:.local/share/doc/dotfiles/superpowers/plans/2026-08-01-et-tunnel-test-reliability.md	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/share/doc/dotfiles/superpowers/plans/2026-08-02-dot-update-exit-status.md	local-share-doc-dotfiles-superpowers-plans-2026-08-02-dot-update-exit-status-md	docs	old:.local/share/doc/dotfiles/superpowers/plans/2026-08-02-dot-update-exit-status.md	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/share/doc/dotfiles/superpowers/specs/2026-07-26-full-pr-platform-matrix-design.md	local-share-doc-dotfiles-superpowers-specs-2026-07-26-full-pr-platform-matrix-design-md	docs	old:.local/share/doc/dotfiles/superpowers/specs/2026-07-26-full-pr-platform-matrix-design.md	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/share/doc/dotfiles/superpowers/specs/2026-07-26-termux-ci-design.md	local-share-doc-dotfiles-superpowers-specs-2026-07-26-termux-ci-design-md	docs	old:.local/share/doc/dotfiles/superpowers/specs/2026-07-26-termux-ci-design.md	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/share/doc/dotfiles/superpowers/specs/2026-08-01-et-tunnel-test-reliability-design.md	local-share-doc-dotfiles-superpowers-specs-2026-08-01-et-tunnel-test-reliability-design-md	docs	old:.local/share/doc/dotfiles/superpowers/specs/2026-08-01-et-tunnel-test-reliability-design.md	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.local/share/doc/dotfiles/superpowers/specs/2026-08-02-dot-update-exit-status-design.md	local-share-doc-dotfiles-superpowers-specs-2026-08-02-dot-update-exit-status-design-md	docs	old:.local/share/doc/dotfiles/superpowers/specs/2026-08-02-dot-update-exit-status-design.md	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.profile	shell-base	config	old:.profile	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.zprofile	shell-base	config	old:.zprofile	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.zshenv	shell-base	config	old:.zshenv	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles	.zshrc	shell-base	config	old:.zshrc	bootstrap	owner=dotfiles; source=locked-dotfiles; family=base
dotfiles-dev	.github/cgraf78-actions.lock	repository-shared-bootstrap	repository	old:.github/cgraf78-actions.lock	bootstrap	owner=dotfiles-dev; source=locked-dotfiles
dotfiles-dev	.github/dot-test-suites.txt	repository-dev	ci	new	bootstrap	owner=dotfiles-dev; source=new-public-bootstrap
dotfiles-dev	.github/dot.lock	repository-dev	repository	new	bootstrap	owner=dotfiles-dev; source=new-public-bootstrap
dotfiles-dev	.github/dotfiles-source.lock	repository-dev	repository	new	bootstrap	owner=dotfiles-dev; source=new-public-bootstrap
dotfiles-dev	.github/repository-settings-endpoints.txt	repository-dev	repository	new	bootstrap	owner=dotfiles-dev; source=new-public-bootstrap
dotfiles-dev	.github/shellcheck-files.txt	repository-shared-bootstrap	repository	old:.github/shellcheck-files.txt	bootstrap	owner=dotfiles-dev; source=locked-dotfiles
dotfiles-dev	.github/workflows/test.yml	repository-shared-bootstrap	ci	old:.github/workflows/test.yml	bootstrap	owner=dotfiles-dev; source=locked-dotfiles
dotfiles-dev	.selene.toml	repository-dev	ci	new	d3	owner=dotfiles-dev; source=new; family=nvim-dev
dotfiles-dev	.gitignore	repository-dev	repository	new	bootstrap	owner=dotfiles-dev; source=new-public-bootstrap
dotfiles-dev	home/.config/checkrun/associations.json	checkrun	config	old:.config/checkrun/associations.json	d3	owner=dotfiles-dev; source=locked-dotfiles; family=checkrun
dotfiles-dev	home/.config/checkrun/biome.json	checkrun	config	old:.config/checkrun/biome.json	d3	owner=dotfiles-dev; source=locked-dotfiles; family=checkrun
dotfiles-dev	home/.config/checkrun/checkmake.ini	checkrun	config	old:.config/checkrun/checkmake.ini	d3	owner=dotfiles-dev; source=locked-dotfiles; family=checkrun
dotfiles-dev	home/.config/checkrun/clang-format	checkrun	config	old:.config/checkrun/clang-format	d3	owner=dotfiles-dev; source=locked-dotfiles; family=checkrun
dotfiles-dev	home/.config/checkrun/cmake-format.py	checkrun	config	old:.config/checkrun/cmake-format.py	d3	owner=dotfiles-dev; source=locked-dotfiles; family=checkrun
dotfiles-dev	home/.config/checkrun/format-ignore	checkrun	config	old:.config/checkrun/format-ignore	d3	owner=dotfiles-dev; source=locked-dotfiles; family=checkrun
dotfiles-dev	home/.config/checkrun/golangci-lint.yml	checkrun	config	old:.config/checkrun/golangci-lint.yml	d3	owner=dotfiles-dev; source=locked-dotfiles; family=checkrun
dotfiles-dev	home/.config/checkrun/hadolint.yaml	checkrun	config	old:.config/checkrun/hadolint.yaml	d3	owner=dotfiles-dev; source=locked-dotfiles; family=checkrun
dotfiles-dev	home/.config/checkrun/ignore	checkrun	config	old:.config/checkrun/ignore	d3	owner=dotfiles-dev; source=locked-dotfiles; family=checkrun
dotfiles-dev	home/.config/checkrun/php-cs-fixer.php	checkrun	config	old:.config/checkrun/php-cs-fixer.php	d3	owner=dotfiles-dev; source=locked-dotfiles; family=checkrun
dotfiles-dev	home/.config/checkrun/README.md	checkrun	docs	old:.config/checkrun/README.md	d3	owner=dotfiles-dev; source=locked-dotfiles; family=checkrun
dotfiles-dev	home/.config/checkrun/rubocop.yml	checkrun	config	old:.config/checkrun/rubocop.yml	d3	owner=dotfiles-dev; source=locked-dotfiles; family=checkrun
dotfiles-dev	home/.config/checkrun/ruff.toml	checkrun	config	old:.config/checkrun/ruff.toml	d3	owner=dotfiles-dev; source=locked-dotfiles; family=checkrun
dotfiles-dev	home/.config/checkrun/rumdl.toml	checkrun	config	old:.config/checkrun/rumdl.toml	d3	owner=dotfiles-dev; source=locked-dotfiles; family=checkrun
dotfiles-dev	home/.config/checkrun/rustfmt.toml	checkrun	config	old:.config/checkrun/rustfmt.toml	d3	owner=dotfiles-dev; source=locked-dotfiles; family=checkrun
dotfiles-dev	home/.config/checkrun/schema-ignore	checkrun	config	old:.config/checkrun/schema-ignore	d3	owner=dotfiles-dev; source=locked-dotfiles; family=checkrun
dotfiles-dev	home/.config/checkrun/selene.toml	checkrun	config	old:.config/checkrun/selene.toml	d3	owner=dotfiles-dev; source=locked-dotfiles; family=checkrun
dotfiles-dev	home/.config/checkrun/shellcheckrc	checkrun	config	old:.config/checkrun/shellcheckrc	d3	owner=dotfiles-dev; source=locked-dotfiles; family=checkrun
dotfiles-dev	home/.config/checkrun/shfmt.toml	checkrun	config	old:.config/checkrun/shfmt.toml	d3	owner=dotfiles-dev; source=locked-dotfiles; family=checkrun
dotfiles-dev	home/.config/checkrun/spell-ignore	checkrun	config	old:.config/checkrun/spell-ignore	d3	owner=dotfiles-dev; source=locked-dotfiles; family=checkrun
dotfiles-dev	home/.config/checkrun/stylua.toml	checkrun	config	old:.config/checkrun/stylua.toml	d3	owner=dotfiles-dev; source=locked-dotfiles; family=checkrun
dotfiles-dev	home/.config/checkrun/taplo.toml	checkrun	config	old:.config/checkrun/taplo.toml	d3	owner=dotfiles-dev; source=locked-dotfiles; family=checkrun
dotfiles-dev	home/.config/checkrun/tool-ignore	checkrun	config	old:.config/checkrun/tool-ignore	d3	owner=dotfiles-dev; source=locked-dotfiles; family=checkrun
dotfiles-dev	home/.config/checkrun/typos.toml	checkrun	config	old:.config/checkrun/typos.toml	d3	owner=dotfiles-dev; source=locked-dotfiles; family=checkrun
dotfiles-dev	home/.config/checkrun/yamlfmt.yaml	checkrun	config	old:.config/checkrun/yamlfmt.yaml	d3	owner=dotfiles-dev; source=locked-dotfiles; family=checkrun
dotfiles-dev	home/.config/direnv/envrc-example	dev-toolchain	config	old:.config/direnv/envrc-example	d3	owner=dotfiles-dev; source=locked-dotfiles; family=dev-toolchain
dotfiles-dev	home/.config/dot/merge-hooks.d/claude/README.md	agent-tooling	docs	old:.config/dot/merge-hooks.d/claude/README.md	d3	owner=dotfiles-dev; source=locked-dotfiles; agent=dev-agent-tooling; family=agent-tooling
dotfiles-dev	home/.config/dot/merge-hooks.d/claude/settings.d/20-permissions.json	agent-tooling	config	old:.config/dot/merge-hooks.d/claude/settings.d/20-permissions.json	d3	owner=dotfiles-dev; source=locked-dotfiles; agent=dev-agent-tooling; family=agent-tooling
dotfiles-dev	home/.config/dot/merge-hooks.d/codex/config.d/10-settings.toml	agent-tooling	config	old:.config/dot/merge-hooks.d/codex/config.d/10-settings.toml	d3	owner=dotfiles-dev; source=locked-dotfiles; agent=dev-agent-tooling; family=agent-tooling
dotfiles-dev	home/.config/dot/merge-hooks.d/codex/profiles/deep.d/10-settings.toml	agent-tooling	config	old:.config/dot/merge-hooks.d/codex/profiles/deep.d/10-settings.toml	d3	owner=dotfiles-dev; source=locked-dotfiles; agent=dev-agent-tooling; family=agent-tooling
dotfiles-dev	home/.config/dot/merge-hooks.d/codex/profiles/fast.d/10-settings.toml	agent-tooling	config	old:.config/dot/merge-hooks.d/codex/profiles/fast.d/10-settings.toml	d3	owner=dotfiles-dev; source=locked-dotfiles; agent=dev-agent-tooling; family=agent-tooling
dotfiles-dev	home/.config/dot/merge-hooks.d/codex/profiles/README.md	agent-tooling	docs	old:.config/dot/merge-hooks.d/codex/profiles/README.md	d3	owner=dotfiles-dev; source=locked-dotfiles; agent=dev-agent-tooling; family=agent-tooling
dotfiles-dev	home/.config/dot/merge-hooks.d/codex/README.md	agent-tooling	docs	old:.config/dot/merge-hooks.d/codex/README.md	d3	owner=dotfiles-dev; source=locked-dotfiles; agent=dev-agent-tooling; family=agent-tooling
dotfiles-dev	home/.config/dot/merge-hooks.d/gemini/README.md	agent-tooling	docs	old:.config/dot/merge-hooks.d/gemini/README.md	d3	owner=dotfiles-dev; source=locked-dotfiles; agent=dev-agent-tooling; family=agent-tooling
dotfiles-dev	home/.config/dot/merge-hooks.d/gh/config.d/10-config.yml	git-workflow	config	old:.config/dot/merge-hooks.d/gh/config.d/10-config.yml	d3	owner=dotfiles-dev; source=locked-dotfiles; family=git-workflow
dotfiles-dev	home/.config/dot/merge-hooks.d/gh/README.md	git-workflow	docs	old:.config/dot/merge-hooks.d/gh/README.md	d3	owner=dotfiles-dev; source=locked-dotfiles; family=git-workflow
dotfiles-dev	home/.config/dot/merge-hooks.d/git/README.md	git-workflow	docs	old:.config/dot/merge-hooks.d/git/README.md	d3	owner=dotfiles-dev; source=locked-dotfiles; family=git-workflow
dotfiles-dev	home/.config/dot/merge-hooks.d/gstack/README.md	agent-tooling	docs	old:.config/dot/merge-hooks.d/gstack/README.md	d3	owner=dotfiles-dev; source=locked-dotfiles; agent=dev-agent-tooling; family=agent-tooling
dotfiles-dev	home/.config/dot/merge-hooks.d/hive-memory/README.md	agent-tooling	docs	old:.config/dot/merge-hooks.d/hive-memory/README.md	d3	owner=dotfiles-dev; source=locked-dotfiles; agent=dev-agent-tooling; family=agent-tooling
dotfiles-dev	home/.config/dot/merge-hooks.d/mise/README.md	dev-toolchain	docs	old:.config/dot/merge-hooks.d/mise/README.md	d3	owner=dotfiles-dev; source=locked-dotfiles; family=dev-toolchain
dotfiles-dev	home/.config/dot/merge-hooks.d/muse/README.md	agent-tooling	docs	old:.config/dot/merge-hooks.d/muse/README.md	d3	owner=dotfiles-dev; source=locked-dotfiles; agent=dev-agent-tooling; family=agent-tooling
dotfiles-dev	home/.config/dot/merge-hooks.d/muse/settings.d/20-permissions.json	agent-tooling	config	old:.config/dot/merge-hooks.d/muse/settings.d/20-permissions.json	d3	owner=dotfiles-dev; source=locked-dotfiles; agent=dev-agent-tooling; family=agent-tooling
dotfiles-dev	home/.config/dot/merge-hooks.d/opencode/README.md	agent-tooling	docs	old:.config/dot/merge-hooks.d/opencode/README.md	d3	owner=dotfiles-dev; source=locked-dotfiles; agent=dev-agent-tooling; family=agent-tooling
dotfiles-dev	home/.config/dot/merge-hooks.d/sapling/hgrc.d/10-sley.ini	sley	config	old:.config/dot/merge-hooks.d/sapling/hgrc.d/10-sley.ini	d3	owner=dotfiles-dev; source=locked-dotfiles; family=sley
dotfiles-dev	home/.config/dot/merge-hooks.d/sapling/README.md	git-workflow	docs	old:.config/dot/merge-hooks.d/sapling/README.md	d3	owner=dotfiles-dev; source=locked-dotfiles; family=git-workflow
dotfiles-dev	home/.config/dot/merge-hooks.d/vscode/extensions.d/50-managed-extensions.replace/50-default.toml	vscode	config	old:.config/dot/merge-hooks.d/vscode/extensions.d/50-managed-extensions.replace/50-default.toml	d3	owner=dotfiles-dev; source=locked-dotfiles; family=vscode
dotfiles-dev	home/.config/dot/merge-hooks.d/vscode/keybindings/all.d/00-retirements.jsonc	vscode	config	old:.config/dot/merge-hooks.d/vscode/keybindings/all.d/00-retirements.jsonc	d3	owner=dotfiles-dev; source=locked-dotfiles; family=vscode
dotfiles-dev	home/.config/dot/merge-hooks.d/vscode/keybindings/all.d/10-keybindings.jsonc	vscode	config	old:.config/dot/merge-hooks.d/vscode/keybindings/all.d/10-keybindings.jsonc	d3	owner=dotfiles-dev; source=locked-dotfiles; family=vscode
dotfiles-dev	home/.config/dot/merge-hooks.d/vscode/keybindings/all.d/20-nvim-focus.jsonc	vscode	config	old:.config/dot/merge-hooks.d/vscode/keybindings/all.d/20-nvim-focus.jsonc	d3	owner=dotfiles-dev; source=locked-dotfiles; family=vscode
dotfiles-dev	home/.config/dot/merge-hooks.d/vscode/keybindings/linux.d/10-keybindings.jsonc	vscode	config	old:.config/dot/merge-hooks.d/vscode/keybindings/linux.d/10-keybindings.jsonc	d3	owner=dotfiles-dev; source=locked-dotfiles; family=vscode
dotfiles-dev	home/.config/dot/merge-hooks.d/vscode/keybindings/macos.d/10-keybindings.jsonc	vscode	config	old:.config/dot/merge-hooks.d/vscode/keybindings/macos.d/10-keybindings.jsonc	d3	owner=dotfiles-dev; source=locked-dotfiles; family=vscode
dotfiles-dev	home/.config/dot/merge-hooks.d/vscode/keybindings/README.md	vscode	docs	old:.config/dot/merge-hooks.d/vscode/keybindings/README.md	d3	owner=dotfiles-dev; source=locked-dotfiles; family=vscode
dotfiles-dev	home/.config/dot/merge-hooks.d/vscode/keybindings/windows.d/10-keybindings.jsonc	vscode	config	old:.config/dot/merge-hooks.d/vscode/keybindings/windows.d/10-keybindings.jsonc	d3	owner=dotfiles-dev; source=locked-dotfiles; family=vscode
dotfiles-dev	home/.config/dot/merge-hooks.d/vscode/local-extensions.d/10-extensions.tsv	vscode	config	old:.config/dot/merge-hooks.d/vscode/local-extensions.d/10-extensions.tsv	d3	owner=dotfiles-dev; source=locked-dotfiles; family=vscode
